Picked At,Pick Number,Appearance,First Name,Last Name,Team,Position,Draft,Draft Entry,Draft Entry Fee,Draft Size,Draft Total Prizes,Tournament Title,Tournament,Tournament Entry Fee,Tournament Total Prizes,Tournament Size,Draft Pool Title,Draft Pool,Draft Pool Entry Fee,Draft Pool Total Prizes,Draft Pool Size,Weekly Winner Title,Weekly Winner,Weekly Winner Entry Fee,Weekly Winner Total Prizes,Weekly Winner Size
2025-08-01 23:28:14 UTC,212,b700e4d6-99b4-48cc-80a5-ca0bf0a54a68,Josh,Reynolds,NYJ,WR,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-01 00:42:09 UTC,197,b760285b-f146-44b7-91a6-80b79734aa3a,Keaton,Mitchell,BAL,RB,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-30 02:57:03 UTC,188,f24adb34-5412-4edf-95ff-6b68e5fbd41d,Miles,Sanders,DAL,RB,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-29 14:26:21 UTC,173,42be1a8b-6bdd-4bda-a857-3a01bbc6aeac,Wan'Dale,Robinson,NYG,WR,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-28 23:51:48 UTC,164,84f0a2d4-81a1-424b-a516-172e02cd82e3,Braelon,Allen,NYJ,RB,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-28 02:52:16 UTC,149,566b0f64-6a4f-4882-aa36-99d15ce990f5,Austin,Ekeler,WAS,RB,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-27 14:39:48 UTC,140,5336c84a-59d1-4502-b26c-a9a7a5683195,Jake,Ferguson,DAL,TE,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-26 11:36:02 UTC,125,ae822ce4-b4ff-4b53-bf83-be036fe15dd2,Bhayshul,Tuten,JAX,RB,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-25 02:28:03 UTC,116,69a1328c-ef69-41a4-a9c6-9ef0f96179f0,Justin,Fields,NYJ,QB,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-24 03:24:42 UTC,101,1a3c579b-489d-476c-8e92-96396daccfa2,Dak,Prescott,DAL,QB,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-23 12:44:09 UTC,92,bbd7c5bc-808f-4c97-80e1-6029515ff8bc,Travis,Kelce,KC,TE,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-22 12:33:31 UTC,77,e57459d1-a8ea-4e55-909d-06b378e09b02,Stefon,Diggs,NE,WR,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-20 19:52:06 UTC,68,533aaf00-6105-4dc7-9e32-ee6e0e78a66a,Deebo,Samuel,WAS,WR,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-19 18:40:36 UTC,53,7db4138f-109b-4b32-8c1b-cd51a4c12d1f,George,Pickens,DAL,WR,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-18 20:47:22 UTC,44,c00d3668-c5ca-41be-bbb3-30e421920276,Tetairoa,McMillan,CAR,WR,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 21:28:04 UTC,29,221733f8-7235-4b9e-a2cd-45dad292e33b,Chase,Brown,CIN,RB,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-16 12:37:12 UTC,20,1bc16f8e-964e-4946-b3da-bd7b7fe8731e,Bucky,Irving,TB,RB,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-15 12:14:01 UTC,5,1b76bd49-ac28-457e-96a6-4b2135c9ff73,CeeDee,Lamb,DAL,WR,e127b980-be80-47df-9618-adce51b6837a,012113d1-76d4-4419-a0e9-2c77d54fcec8,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-14 12:47:30 UTC,209,e5efd76e-3450-4e90-b4a4-74a10f8cef0b,Jarquez,Hunter,LAR,RB,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-08-13 23:14:33 UTC,200,9f137949-d162-475c-bf95-9d43e7d58824,Dyami,Brown,JAX,WR,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-08-12 13:28:19 UTC,185,a07ec2e7-a9ff-4797-8b81-e97de03a6a51,Rico,Dowdle,CAR,RB,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-08-11 14:26:40 UTC,176,44a906d5-b179-45f9-b69f-281595bea71d,Zach,Ertz,WAS,TE,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-08-10 03:56:04 UTC,161,24e943a8-7926-4012-9d7e-138315b764cd,Hunter,Henry,NE,TE,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-08-09 13:26:05 UTC,152,84f0a2d4-81a1-424b-a516-172e02cd82e3,Braelon,Allen,NYJ,RB,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-08-07 03:41:02 UTC,137,5336c84a-59d1-4502-b26c-a9a7a5683195,Jake,Ferguson,DAL,TE,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-08-06 13:24:22 UTC,128,9df8f9e8-d362-46e0-be35-502442b747e6,Luther,Burden,CHI,WR,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-08-04 14:50:33 UTC,113,1a3c579b-489d-476c-8e92-96396daccfa2,Dak,Prescott,DAL,QB,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-08-03 22:38:00 UTC,104,a9944d33-2618-448b-9dfb-73b9a43b1296,Brock,Purdy,SF,QB,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-08-03 04:02:59 UTC,89,85474863-13c5-412b-a5fd-cebdd1383524,Jordan,Mason,MIN,RB,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-08-02 04:25:14 UTC,80,f234f298-dc09-48a1-8198-168a9c25c28c,Jayden,Reed,GB,WR,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-08-01 00:20:08 UTC,65,94224657-62c9-4238-86f2-ba2c07ce0e4b,D'Andre,Swift,CHI,RB,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-07-30 23:27:39 UTC,56,d8c923f8-3ccf-49c2-895a-c58ad280c088,Travis,Hunter,JAX,WR,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-07-29 14:21:21 UTC,41,7db4138f-109b-4b32-8c1b-cd51a4c12d1f,George,Pickens,DAL,WR,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-07-28 23:47:57 UTC,32,e92d0ab0-3f60-456a-a57f-b689b8107c7a,Jaxon,Smith-Njigba,SEA,WR,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-07-27 23:32:41 UTC,17,0fd6a099-0696-4aeb-b7c8-bf3c5280db0f,Drake,London,ATL,WR,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-07-27 11:57:59 UTC,8,baefa551-0611-4836-b43a-1d6c105211b7,Christian,McCaffrey,SF,RB,00328c05-70b4-494d-b928-1216853cab36,0187f2f5-9b75-4165-8953-41dfe4500618,,12,,The Pomeranian,e45a79e0-a193-4c1a-898a-fd98389f3709,3.0,200000.0,74400,,,,,,,,,,
2025-07-27 01:16:25 UTC,214,b8b2120d-d09f-4467-b7fc-3e9c32df9f5a,Jordan,Whittington,LAR,WR,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-25 22:54:23 UTC,195,e5efd76e-3450-4e90-b4a4-74a10f8cef0b,Jarquez,Hunter,LAR,RB,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-25 11:37:53 UTC,190,a07ec2e7-a9ff-4797-8b81-e97de03a6a51,Rico,Dowdle,CAR,RB,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-24 03:30:22 UTC,171,a228fb38-ae0f-469d-984a-a7a3a904020d,Mike,Gesicki,CIN,TE,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-23 16:51:20 UTC,166,63cbde87-5fd3-410c-9c64-2185510182ef,DeMario,Douglas,NE,WR,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-22 16:22:50 UTC,147,032a165a-b343-4c8f-a56f-8fc47d2a4a07,Dylan,Sampson,CLE,RB,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-22 12:52:44 UTC,142,82b3392d-0403-4cc7-9adc-8881b1647655,Quentin,Johnston,LAC,WR,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-21 11:58:33 UTC,123,37bd88b0-b695-4a09-a0e9-fc29f6c14dfd,Justin,Herbert,LAC,QB,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-21 01:52:47 UTC,118,8c7f9176-18b8-4f59-bc46-2c14a60bfed8,Rashid,Shaheed,NO,WR,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-20 02:51:29 UTC,99,06bb179e-5f55-4679-9f0d-e94d1c5dff0c,Tre',Harris,LAC,WR,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-20 01:31:54 UTC,94,6f51ed2b-b312-4ac8-a02b-f791528ab5eb,Jayden,Higgins,HOU,WR,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-18 18:18:16 UTC,75,e4bcd565-12d4-4b4c-91b1-1b72541b24e2,David,Montgomery,DET,RB,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-18 12:58:13 UTC,70,e04ddd15-a5ab-41e8-82b2-3dfc90a2c893,TreVeyon,Henderson,NE,RB,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 13:20:50 UTC,51,a547b04a-38e6-435e-9f9d-81a34e7aac6c,Jalen,Hurts,PHI,QB,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-17 02:49:43 UTC,46,4bb0512e-9cfd-430d-9742-1fff9f043b18,DeVonta,Smith,PHI,WR,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-16 02:37:27 UTC,27,d6c8b5b5-c01a-43d4-84b5-cbad5e4a7f21,Trey,McBride,ARI,TE,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-15 20:14:55 UTC,22,1bc16f8e-964e-4946-b3da-bd7b7fe8731e,Bucky,Irving,TB,RB,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-07-15 01:58:10 UTC,3,fb2b25a4-b791-4ef0-bc45-41099b503a69,Justin,Jefferson,MIN,WR,77f960b0-884a-4556-a8f1-aa0f760c25c5,018ee30d-65bd-4252-a58f-409ba148171c,,12,,Best Ball Mania VI,6106dedb-e89a-4935-a438-7121641b8a15,25.0,15000000.0,672672,,,,,,,,,,
2025-08-07 12:57:53 UTC,216,0ad724ff-2212-4ec4-8261-793e76298a17,Adonai,Mitchell,IND,WR,0da0b321-71ad-4aa5-8c30-abbf83cbe2f6,020eee27-2b94-404a-b958-e0a207679d25,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-08-04 15:37:27 UTC,193,9f137949-d162-475c-bf95-9d43e7d58824,Dyami,Brown,JAX,WR,0da0b321-71ad-4aa5-8c30-abbf83cbe2f6,020eee27-2b94-404a-b958-e0a207679d25,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-08-04 15:28:58 UTC,192,1dd1d43a-bb2c-4293-b086-af81f7f8a31f,Woody,Marks,HOU,RB,0da0b321-71ad-4aa5-8c30-abbf83cbe2f6,020eee27-2b94-404a-b958-e0a207679d25,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-08-01 03:03:05 UTC,169,44a906d5-b179-45f9-b69f-281595bea71d,Zach,Ertz,WAS,TE,0da0b321-71ad-4aa5-8c30-abbf83cbe2f6,020eee27-2b94-404a-b958-e0a207679d25,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
2025-08-01 02:59:28 UTC,168,84f0a2d4-81a1-424b-a516-172e02cd82e3,Braelon,Allen,NYJ,RB,0da0b321-71ad-4aa5-8c30-abbf83cbe2f6,020eee27-2b94-404a-b958-e0a207679d25,,12,,The Puppy 2,d4e5cbe9-54ad-4888-8ccc-0ae55c18d3ea,5.0,1000000.0,225000,,,,,,,,,,
