Name,Team,Wk17,Bye,Pos,P Rk,Rank,ADP,Rookie,+/-,id
Dalton Schultz,HOU,LAC,6,TE,TE30,217,211.9,,-5.1,ba19979f-896f-429f-89b1-0280ab4b6052
Justice Hill,BAL,GB,7,RB,RB71,218,213.2,,-4.8,8f4756df-0eba-4393-bc91-cd38984dcda8
Savion Williams,GB,BAL,5,WR,WR89,219,216.0,Rookie,-3,3b1286b8-e246-4287-a2f9-e044620d4180
Theo Johnson,NYG,LV,14,TE,TE31,220,208.3,,-11.7,3349f39b-9dd6-42f3-a50c-8f7e8134d2bf
Miles Sanders,DAL,WAS,10,RB,RB72,221,214.4,,-6.6,f24adb34-5412-4edf-95ff-6b68e5fbd41d
Josh Reynolds,NYJ,NE,9,WR,WR90,222,214.7,,-7.3,b700e4d6-99b4-48cc-80a5-ca0bf0a54a68
Dontayvion Wicks,GB,BAL,5,WR,WR91,223,215.6,,-7.4,5938bf65-bd79-454f-921a-94d0b1a4c3b4
Devaughn Vele,NO,TEN,11,WR,WR92,224,215.8,,-8.2,c52baf98-fb75-4227-9701-7b1b57eea6f7
Kenny Pickett,LV,NYG,8,QB,QB30,225,216.0,,-9,9a574823-c8b6-440c-b9ce-708c92a9613b
Daniel Jones,IND,JAX,11,QB,QB31,226,202.2,,-23.8,0b920098-c972-4e90-9e89-7430232e7567
Tyler Lockett,TEN,NO,10,WR,WR93,227,213.9,,-13.1,d8b3c731-9054-4d15-a4ee-e12beb4825fa
Roman Wilson,PIT,CLE,5,WR,WR94,228,212.5,,-15.5,840278ec-0ad5-4ba3-923e-2dda905a735f
Joe Flacco,CLE,PIT,9,QB,QB32,229,213.8,,-15.2,868448b8-f53a-4c9e-a15d-8ed8f40b27d4
Tutu Atwell,LAR,ATL,8,WR,WR95,230,215.3,,-14.7,5ac44ad0-e9ce-44d0-9bf7-82950d46bd63
Jaxson Dart,NYG,LV,14,QB,QB33,231,204.0,Rookie,-27,0e7d3cb4-f568-41e0-88e6-7812989ae958
Kayshon Boutte,NE,NYJ,14,WR,WR96,232,215.5,,-16.5,0ddf9b70-527e-4bb6-8018-b1a0b49ba29c
Trevor Etienne,CAR,SEA,14,RB,RB73,233,215.8,Rookie,-17.2,8aa163b7-5f2f-4ed5-a721-79fd60ba544e
Tyler Higbee,LAR,ATL,8,TE,TE32,234,215.3,,-18.7,ef67177a-49c1-49d1-a6df-20ae9588b890
Hunter Renfrow,CAR,SEA,14,WR,WR97,235,215.8,,-19.2,7ebccb67-953e-4e9d-864b-c85bd4064346
Andrei Iosivas,CIN,ARI,10,WR,WR98,236,207.4,,-28.6,d49688f7-ce90-44b2-99ee-0b1c78eec8f3
Elijah Arroyo,SEA,CAR,8,TE,TE33,237,208.6,Rookie,-28.4,c9fab627-9cbf-4cfe-b2fa-288604ae1755
Anthony Richardson,IND,JAX,11,QB,QB34,238,210.4,,-27.6,ab78a171-01c4-457c-aa8c-7fd835bff986
Noah Fant,CIN,ARI,10,TE,TE34,239,215.9,,-23.1,49d00288-8c14-4e07-a415-8954c227c9cc
Isaiah Davis,NYJ,NE,9,RB,RB74,240,215.9,,-24.1,6740daf6-d0f8-46cd-ae2c-7dc4774b6de0
