Loman147 (9),156.56,Josh Allen;BUF;QB,Giovani Bernard;TB;RB,Leonard Fournette;TB;RB,Cyril Grayson;TB;WR,Gabriel Davis;BUF;WR,Isaiah McKenzie;BUF;WR,Stefon Diggs;BUF;WR,Tee Higgins;CIN;WR,Tyler Johnson;TB;WR,Rob Gronkowski;TB;TE,
Studmuffin (10),155.52,Patrick Mahomes;KC;QB,Aaron Jones;GB;RB,Giovani Bernard;TB;RB,Allen Lazard;GB;WR,Brandon Aiyuk;SF;WR,Cole Beasley;BUF;WR,Gabriel Davis;BUF;WR,Jauan Jennings;SF;WR,Odell Beckham;LAR;WR,Rob Gronkowski;TB;TE,
Loman147 (6),155.26,Josh Allen;BUF;QB,Elijah Mitchell;SF;RB,Sony Michel;LAR;RB,Cooper Kupp;LAR;WR,Deebo Samuel;SF;WR,Emmanuel Sanders;BUF;WR,Gabriel Davis;BUF;WR,Van Jefferson;LAR;WR,George Kittle;SF;TE,Rob Gronkowski;TB;TE,
bacqueen (4),154.26,Josh Allen;BUF;QB,Trey Lance;SF;QB,Aaron Jones;GB;RB,Darrel Williams;KC;RB,Deebo Samuel;SF;WR,Gabriel Davis;BUF;WR,Stefon Diggs;BUF;WR,Tee Higgins;CIN;WR,Dawson Knox;BUF;TE,George Kittle;SF;TE,
DosBananas,154,Ryan Tannehill;TEN;QB,AJ Dillon;GB;RB,Dontrell Hilliard;TEN;RB,Leonard Fournette;TB;RB,Cyril Grayson;TB;WR,Gabriel Davis;BUF;WR,Mecole Hardman;KC;WR,Mike Evans;TB;WR,Nick Westbrook-Ikhine;TEN;WR,Travis Kelce;KC;TE,
plustin (19),153.76,Josh Allen;BUF;QB,Devin Singletary;BUF;RB,Leonard Fournette;TB;RB,Brandon Aiyuk;SF;WR,Gabriel Davis;BUF;WR,Scott Miller;TB;WR,Stefon Diggs;BUF;WR,Van Jefferson;LAR;WR,Dawson Knox;BUF;TE,Tyler Higbee;LAR;TE,
derektreybig (2),153.46,Josh Allen;BUF;QB,Matthew Stafford;LAR;QB,Aaron Jones;GB;RB,Devin Singletary;BUF;RB,Elijah Mitchell;SF;RB,Cole Beasley;BUF;WR,Deebo Samuel;SF;WR,Gabriel Davis;BUF;WR,Isaiah McKenzie;BUF;WR,George Kittle;SF;TE,
comebackzinc (20),153.16,Josh Allen;BUF;QB,Aaron Jones;GB;RB,Devin Singletary;BUF;RB,Brandon Aiyuk;SF;WR,Gabriel Davis;BUF;WR,Jauan Jennings;SF;WR,Odell Beckham;LAR;WR,Van Jefferson;LAR;WR,Dawson Knox;BUF;TE,Tyler Higbee;LAR;TE,
DevinB34 (4),152.42,Jimmy Garoppolo;SF;QB,Patrick Mahomes;KC;QB,Jerick McKinnon;KC;RB,Joe Mixon;CIN;RB,Leonard Fournette;TB;RB,Byron Pringle;KC;WR,Tyler Johnson;TB;WR,Tyreek Hill;KC;WR,Cameron Brate;TB;TE,Rob Gronkowski;TB;TE,
Quasi (2),152.16,Josh Allen;BUF;QB,Devin Singletary;BUF;RB,Ke'Shawn Vaughn;TB;RB,Allen Lazard;GB;WR,Cole Beasley;BUF;WR,Gabriel Davis;BUF;WR,Jauan Jennings;SF;WR,Mike Evans;TB;WR,Josiah Deguara;GB;TE,Tyler Higbee;LAR;TE,
DMC72 (8),152.16,Josh Allen;BUF;QB,Devin Singletary;BUF;RB,Leonard Fournette;TB;RB,Emmanuel Sanders;BUF;WR,Gabriel Davis;BUF;WR,Isaiah McKenzie;BUF;WR,Marquez Valdes-Scantling;GB;WR,Randall Cobb;GB;WR,Dawson Knox;BUF;TE,Rob Gronkowski;TB;TE,
cwellshear,151.96,Josh Allen;BUF;QB,Giovani Bernard;TB;RB,Leonard Fournette;TB;RB,Breshad Perriman;TB;WR,Cole Beasley;BUF;WR,Emmanuel Sanders;BUF;WR,Gabriel Davis;BUF;WR,Stefon Diggs;BUF;WR,Tyler Johnson;TB;WR,Rob Gronkowski;TB;TE,
gouofi (2),151.96,Tom Brady;TB;QB,Clyde Edwards-Helaire;KC;RB,Leonard Fournette;TB;RB,Cole Beasley;BUF;WR,Gabriel Davis;BUF;WR,Mike Evans;TB;WR,Nick Westbrook-Ikhine;TEN;WR,Tee Higgins;CIN;WR,Cameron Brate;TB;TE,Rob Gronkowski;TB;TE,
sophiagrace (4),151.04,Matthew Stafford;LAR;QB,Joe Mixon;CIN;RB,Leonard Fournette;TB;RB,Sony Michel;LAR;RB,Cooper Kupp;LAR;WR,Emmanuel Sanders;BUF;WR,Marquez Valdes-Scantling;GB;WR,Mecole Hardman;KC;WR,C.J. Uzomah;CIN;TE,Travis Kelce;KC;TE,
Brinkman44 (13),150.06,Josh Allen;BUF;QB,Aaron Jones;GB;RB,Sony Michel;LAR;RB,Cole Beasley;BUF;WR,Gabriel Davis;BUF;WR,Isaiah McKenzie;BUF;WR,Odell Beckham;LAR;WR,Stefon Diggs;BUF;WR,Tommy Sweeney;BUF;TE,Tyler Higbee;LAR;TE,
Quasi (12),149.56,Tom Brady;TB;QB,Devin Singletary;BUF;RB,Ke'Shawn Vaughn;TB;RB,Leonard Fournette;TB;RB,Byron Pringle;KC;WR,Gabriel Davis;BUF;WR,Scott Miller;TB;WR,Tyler Johnson;TB;WR,Cameron Brate;TB;TE,Travis Kelce;KC;TE,
plustin (25),149.44,Matthew Stafford;LAR;QB,Devin Singletary;BUF;RB,Sony Michel;LAR;RB,Davante Adams;GB;WR,Gabriel Davis;BUF;WR,Mike Evans;TB;WR,Randall Cobb;GB;WR,Van Jefferson;LAR;WR,Josiah Deguara;GB;TE,Tyler Higbee;LAR;TE,
Berettajames (5),148.82,Patrick Mahomes;KC;QB,Devin Singletary;BUF;RB,Elijah Mitchell;SF;RB,Leonard Fournette;TB;RB,Allen Lazard;GB;WR,Breshad Perriman;TB;WR,Demarcus Robinson;KC;WR,Ja'Marr Chase;CIN;WR,Tyreek Hill;KC;WR,C.J. Uzomah;CIN;TE,
Scodie51,148.56,Josh Allen;BUF;QB,Giovani Bernard;TB;RB,Leonard Fournette;TB;RB,Deebo Samuel;SF;WR,Gabriel Davis;BUF;WR,Isaiah McKenzie;BUF;WR,Jauan Jennings;SF;WR,Stefon Diggs;BUF;WR,Van Jefferson;LAR;WR,Tyler Higbee;LAR;TE,
Brewercory5 (12),148.34,Matthew Stafford;LAR;QB,Aaron Jones;GB;RB,D'Onta Foreman;TEN;RB,Byron Pringle;KC;WR,Cole Beasley;BUF;WR,Davante Adams;GB;WR,Gabriel Davis;BUF;WR,Jauan Jennings;SF;WR,Stefon Diggs;BUF;WR,Tyler Higbee;LAR;TE,
Barty (3),148.32,Patrick Mahomes;KC;QB,Ryan Tannehill;TEN;QB,Aaron Jones;GB;RB,Devin Singletary;BUF;RB,Demarcus Robinson;KC;WR,Emmanuel Sanders;BUF;WR,Gabriel Davis;BUF;WR,Julio Jones;TEN;WR,Anthony Firkser;TEN;TE,Dawson Knox;BUF;TE,
ABFantasyGuru (3),148.16,Tom Brady;TB;QB,Giovani Bernard;TB;RB,Jerick McKinnon;KC;RB,Ke'Shawn Vaughn;TB;RB,Leonard Fournette;TB;RB,Breshad Perriman;TB;WR,Gabriel Davis;BUF;WR,Mike Evans;TB;WR,Tyler Johnson;TB;WR,Rob Gronkowski;TB;TE,
tsank23 (4),147.76,Josh Allen;BUF;QB,Giovani Bernard;TB;RB,Leonard Fournette;TB;RB,Emmanuel Sanders;BUF;WR,Gabriel Davis;BUF;WR,Isaiah McKenzie;BUF;WR,Scott Miller;TB;WR,Stefon Diggs;BUF;WR,Tyler Johnson;TB;WR,Rob Gronkowski;TB;TE,
Berettajames (22),147.6,Aaron Rodgers;GB;QB,Aaron Jones;GB;RB,Leonard Fournette;TB;RB,Allen Lazard;GB;WR,Davante Adams;GB;WR,Gabriel Davis;BUF;WR,Marquez Valdes-Scantling;GB;WR,Mike Evans;TB;WR,Dawson Knox;BUF;TE,Josiah Deguara;GB;TE,
TeamFantastico (7),147.52,Patrick Mahomes;KC;QB,Aaron Jones;GB;RB,Cam Akers;LAR;RB,Derrick Gore;KC;RB,Byron Pringle;KC;WR,Gabriel Davis;BUF;WR,Stefon Diggs;BUF;WR,Van Jefferson;LAR;WR,Blake Bell;KC;TE,Tyler Higbee;LAR;TE,
Brewercory5 (18),147.16,Josh Allen;BUF;QB,Leonard Fournette;TB;RB,Sony Michel;LAR;RB,Gabriel Davis;BUF;WR,Ja'Marr Chase;CIN;WR,Stefon Diggs;BUF;WR,Tyler Johnson;TB;WR,Van Jefferson;LAR;WR,Cameron Brate;TB;TE,Dawson Knox;BUF;TE,
Dsalvoni,146.96,Josh Allen;BUF;QB,Aaron Jones;GB;RB,Giovani Bernard;TB;RB,A.J. Brown;TEN;WR,Gabriel Davis;BUF;WR,Isaiah McKenzie;BUF;WR,Marquez Valdes-Scantling;GB;WR,Randall Cobb;GB;WR,Dawson Knox;BUF;TE,Josiah Deguara;GB;TE,
Brewercory5 (11),146.96,Josh Allen;BUF;QB,Aaron Jones;GB;RB,Devin Singletary;BUF;RB,Gabriel Davis;BUF;WR,Jauan Jennings;SF;WR,Odell Beckham;LAR;WR,Randall Cobb;GB;WR,Tyler Boyd;CIN;WR,Tyler Johnson;TB;WR,Dawson Knox;BUF;TE,
plustin (26),146.86,Josh Allen;BUF;QB,Devin Singletary;BUF;RB,Ke'Shawn Vaughn;TB;RB,Emmanuel Sanders;BUF;WR,Gabriel Davis;BUF;WR,Mike Evans;TB;WR,Odell Beckham;LAR;WR,Scott Miller;TB;WR,Van Jefferson;LAR;WR,Dawson Knox;BUF;TE,
gouofi (4),146.84,Matthew Stafford;LAR;QB,Ryan Tannehill;TEN;QB,Cam Akers;LAR;RB,Derrick Henry;TEN;RB,Cooper Kupp;LAR;WR,Gabriel Davis;BUF;WR,Marquez Valdes-Scantling;GB;WR,Odell Beckham;LAR;WR,Anthony Firkser;TEN;TE,Tyler Higbee;LAR;TE,
derektreybig,146.52,Patrick Mahomes;KC;QB,Clyde Edwards-Helaire;KC;RB,Jerick McKinnon;KC;RB,Leonard Fournette;TB;RB,Byron Pringle;KC;WR,Cyril Grayson;TB;WR,Tee Higgins;CIN;WR,Tyler Johnson;TB;WR,Tyreek Hill;KC;WR,Rob Gronkowski;TB;TE,
Broncos333 (14),145.96,Josh Allen;BUF;QB,Tom Brady;TB;QB,Ke'Shawn Vaughn;TB;RB,Leonard Fournette;TB;RB,Zack Moss;BUF;RB,Gabriel Davis;BUF;WR,Stefon Diggs;BUF;WR,Tee Higgins;CIN;WR,Tyler Johnson;TB;WR,Cameron Brate;TB;TE,
sophiagrace (16),145.96,Josh Allen;BUF;QB,AJ Dillon;GB;RB,Devin Singletary;BUF;RB,Sony Michel;LAR;RB,Cole Beasley;BUF;WR,Gabriel Davis;BUF;WR,Mike Evans;TB;WR,Tyler Boyd;CIN;WR,Dawson Knox;BUF;TE,Marcedes Lewis;GB;TE,
Updog (2),145.52,Patrick Mahomes;KC;QB,Joe Mixon;CIN;RB,Leonard Fournette;TB;RB,Ja'Marr Chase;CIN;WR,Marquez Valdes-Scantling;GB;WR,Mecole Hardman;KC;WR,Tyreek Hill;KC;WR,Van Jefferson;LAR;WR,Cameron Brate;TB;TE,Noah Gray;KC;TE,
VEGASDFS,144.96,Josh Allen;BUF;QB,Devin Singletary;BUF;RB,Giovani Bernard;TB;RB,Ke'Shawn Vaughn;TB;RB,Cole Beasley;BUF;WR,Emmanuel Sanders;BUF;WR,Gabriel Davis;BUF;WR,Mike Evans;TB;WR,Tyler Johnson;TB;WR,Cameron Brate;TB;TE,
Berettajames (23),143.86,Tom Brady;TB;QB,D'Onta Foreman;TEN;RB,Darrel Williams;KC;RB,Joe Mixon;CIN;RB,Gabriel Davis;BUF;WR,Mike Evans;TB;WR,Tyler Boyd;CIN;WR,Tyler Johnson;TB;WR,Dawson Knox;BUF;TE,Travis Kelce;KC;TE,
TeamFantastico (5),143.16,Josh Allen;BUF;QB,Devin Singletary;BUF;RB,Jerick McKinnon;KC;RB,Ke'Shawn Vaughn;TB;RB,Allen Lazard;GB;WR,Gabriel Davis;BUF;WR,Ja'Marr Chase;CIN;WR,Randall Cobb;GB;WR,Josiah Deguara;GB;TE,Tyler Higbee;LAR;TE,
Eaglezzz (29),142.72,Patrick Mahomes;KC;QB,Jerick McKinnon;KC;RB,Leonard Fournette;TB;RB,Byron Pringle;KC;WR,Demarcus Robinson;KC;WR,Marquez Valdes-Scantling;GB;WR,Mecole Hardman;KC;WR,Tyreek Hill;KC;WR,Josiah Deguara;GB;TE,Rob Gronkowski;TB;TE,
sophiagrace (13),142.72,Patrick Mahomes;KC;QB,Trey Lance;SF;QB,Jerick McKinnon;KC;RB,Leonard Fournette;TB;RB,Sony Michel;LAR;RB,Byron Pringle;KC;WR,Julio Jones;TEN;WR,Tyreek Hill;KC;WR,Rob Gronkowski;TB;TE,Tyler Higbee;LAR;TE,
bmckee (2),142.72,Patrick Mahomes;KC;QB,Derrick Gore;KC;RB,Jerick McKinnon;KC;RB,Leonard Fournette;TB;RB,Brandon Aiyuk;SF;WR,Byron Pringle;KC;WR,Isaiah McKenzie;BUF;WR,Tyler Johnson;TB;WR,Tyreek Hill;KC;WR,Rob Gronkowski;TB;TE,
bacqueen (14),142.46,Joe Burrow;CIN;QB,Josh Allen;BUF;QB,Darrel Williams;KC;RB,Devin Singletary;BUF;RB,Gabriel Davis;BUF;WR,Marquez Valdes-Scantling;GB;WR,Odell Beckham;LAR;WR,Stefon Diggs;BUF;WR,C.J. Uzomah;CIN;TE,George Kittle;SF;TE,
Brewercory5 (2),142.36,Tom Brady;TB;QB,Derrick Henry;TEN;RB,Leonard Fournette;TB;RB,Cooper Kupp;LAR;WR,Emmanuel Sanders;BUF;WR,Gabriel Davis;BUF;WR,Julio Jones;TEN;WR,Tyler Johnson;TB;WR,Anthony Firkser;TEN;TE,Cameron Brate;TB;TE,
im50tyson (21),141.52,Patrick Mahomes;KC;QB,Clyde Edwards-Helaire;KC;RB,Jerick McKinnon;KC;RB,Leonard Fournette;TB;RB,Brandon Aiyuk;SF;WR,Mecole Hardman;KC;WR,Scott Miller;TB;WR,Tyreek Hill;KC;WR,Cameron Brate;TB;TE,Rob Gronkowski;TB;TE,
Brewercory5 (20),141.24,Matthew Stafford;LAR;QB,D'Onta Foreman;TEN;RB,Sony Michel;LAR;RB,Cole Beasley;BUF;WR,Cooper Kupp;LAR;WR,Gabriel Davis;BUF;WR,Isaiah McKenzie;BUF;WR,Odell Beckham;LAR;WR,Stefon Diggs;BUF;WR,Tyler Higbee;LAR;TE,
cooler_full_o_beers,140.94,Jimmy Garoppolo;SF;QB,Matthew Stafford;LAR;QB,Dontrell Hilliard;TEN;RB,Leonard Fournette;TB;RB,Brandon Aiyuk;SF;WR,Davante Adams;GB;WR,Ja'Marr Chase;CIN;WR,Tyreek Hill;KC;WR,C.J. Uzomah;CIN;TE,Cameron Brate;TB;TE,
TheFFOracle (19),140.92,Patrick Mahomes;KC;QB,AJ Dillon;GB;RB,Giovani Bernard;TB;RB,Leonard Fournette;TB;RB,Demarcus Robinson;KC;WR,Julio Jones;TEN;WR,Mecole Hardman;KC;WR,Tyler Johnson;TB;WR,Tyreek Hill;KC;WR,Rob Gronkowski;TB;TE,
Georgiaswami,140.44,Matthew Stafford;LAR;QB,Ryan Tannehill;TEN;QB,Aaron Jones;GB;RB,Darrell Henderson;LAR;RB,Devin Singletary;BUF;RB,Davante Adams;GB;WR,Gabriel Davis;BUF;WR,Marquez Valdes-Scantling;GB;WR,Tyler Johnson;TB;WR,Anthony Firkser;TEN;TE,
UFtre1 (8),139.96,Tom Brady;TB;QB,Derrick Henry;TEN;RB,Giovani Bernard;TB;RB,Joe Mixon;CIN;RB,Gabriel Davis;BUF;WR,Mike Evans;TB;WR,Scott Miller;TB;WR,Tyler Johnson;TB;WR,C.J. Uzomah;CIN;TE,Cameron Brate;TB;TE,
stephannup,139.96,Josh Allen;BUF;QB,D'Onta Foreman;TEN;RB,Darrel Williams;KC;RB,Joe Mixon;CIN;RB,Cole Beasley;BUF;WR,Cooper Kupp;LAR;WR,Mike Evans;TB;WR,Tyler Boyd;CIN;WR,Dawson Knox;BUF;TE,George Kittle;SF;TE,
gouofi (3),139.94,Matthew Stafford;LAR;QB,Derrick Henry;TEN;RB,Devin Singletary;BUF;RB,Sony Michel;LAR;RB,Allen Lazard;GB;WR,Cooper Kupp;LAR;WR,Gabriel Davis;BUF;WR,Nick Westbrook-Ikhine;TEN;WR,Van Jefferson;LAR;WR,Josiah Deguara;GB;TE,
K1ngThr33 (2),139.76,Josh Allen;BUF;QB,Matthew Stafford;LAR;QB,Aaron Jones;GB;RB,D'Onta Foreman;TEN;RB,Devin Singletary;BUF;RB,Sony Michel;LAR;RB,Gabriel Davis;BUF;WR,Isaiah McKenzie;BUF;WR,Stefon Diggs;BUF;WR,Dawson Knox;BUF;TE,
Mensaball (19),139.66,Josh Allen;BUF;QB,Devin Singletary;BUF;RB,Emmanuel Sanders;BUF;WR,Gabriel Davis;BUF;WR,Isaiah McKenzie;BUF;WR,Odell Beckham;LAR;WR,Tyler Boyd;CIN;WR,Van Jefferson;LAR;WR,Rob Gronkowski;TB;TE,Tyler Higbee;LAR;TE,
mooseisloose (2),139.46,Tom Brady;TB;QB,Leonard Fournette;TB;RB,Cole Beasley;BUF;WR,Davante Adams;GB;WR,Emmanuel Sanders;BUF;WR,Gabriel Davis;BUF;WR,Nick Westbrook-Ikhine;TEN;WR,Tyler Johnson;TB;WR,Dawson Knox;BUF;TE,Rob Gronkowski;TB;TE,
comebackzinc (6),139.42,Patrick Mahomes;KC;QB,Darrel Williams;KC;RB,Derrick Gore;KC;RB,Leonard Fournette;TB;RB,Mecole Hardman;KC;WR,Mike Evans;TB;WR,Tee Higgins;CIN;WR,Tyler Johnson;TB;WR,Van Jefferson;LAR;WR,Rob Gronkowski;TB;TE,
cwellshear (4),139.26,Josh Allen;BUF;QB,AJ Dillon;GB;RB,Joe Mixon;CIN;RB,Ke'Shawn Vaughn;TB;RB,Breshad Perriman;TB;WR,Gabriel Davis;BUF;WR,Marquez Valdes-Scantling;GB;WR,Stefon Diggs;BUF;WR,Josiah Deguara;GB;TE,Rob Gronkowski;TB;TE,
Brewercory5 (7),139.22,Patrick Mahomes;KC;QB,Cam Akers;LAR;RB,Leonard Fournette;TB;RB,Byron Pringle;KC;WR,Jauan Jennings;SF;WR,Mecole Hardman;KC;WR,Randall Cobb;GB;WR,Tyler Johnson;TB;WR,Tyreek Hill;KC;WR,Tyler Higbee;LAR;TE,
cire52,138.46,Josh Allen;BUF;QB,Devin Singletary;BUF;RB,Giovani Bernard;TB;RB,Emmanuel Sanders;BUF;WR,Gabriel Davis;BUF;WR,Isaiah McKenzie;BUF;WR,Mike Evans;TB;WR,Tyler Johnson;TB;WR,Cameron Brate;TB;TE,Dawson Knox;BUF;TE,
comebackzinc (9),138.16,Josh Allen;BUF;QB,AJ Dillon;GB;RB,Devin Singletary;BUF;RB,Zack Moss;BUF;RB,Allen Lazard;GB;WR,Cole Beasley;BUF;WR,Emmanuel Sanders;BUF;WR,Gabriel Davis;BUF;WR,Isaiah McKenzie;BUF;WR,Rob Gronkowski;TB;TE,
Mensaball (2),138.06,Jimmy Garoppolo;SF;QB,Josh Allen;BUF;QB,Devin Singletary;BUF;RB,Brandon Aiyuk;SF;WR,Deebo Samuel;SF;WR,Gabriel Davis;BUF;WR,Isaiah McKenzie;BUF;WR,Jauan Jennings;SF;WR,Rob Gronkowski;TB;TE,Tyler Higbee;LAR;TE,
jdnino72,137.56,Jimmy Garoppolo;SF;QB,Josh Allen;BUF;QB,Devin Singletary;BUF;RB,Elijah Mitchell;SF;RB,Brandon Aiyuk;SF;WR,Cole Beasley;BUF;WR,Emmanuel Sanders;BUF;WR,Gabriel Davis;BUF;WR,Stefon Diggs;BUF;WR,George Kittle;SF;TE,
VEGASDFS (12),137.56,Josh Allen;BUF;QB,Devin Singletary;BUF;RB,Elijah Mitchell;SF;RB,Giovani Bernard;TB;RB,Cole Beasley;BUF;WR,Gabriel Davis;BUF;WR,Jauan Jennings;SF;WR,Stefon Diggs;BUF;WR,Dawson Knox;BUF;TE,George Kittle;SF;TE,
Jhenson_99,137.46,Josh Allen;BUF;QB,Aaron Jones;GB;RB,Giovani Bernard;TB;RB,Jerick McKinnon;KC;RB,Samaje Perine;CIN;RB,Allen Lazard;GB;WR,Emmanuel Sanders;BUF;WR,Gabriel Davis;BUF;WR,Stefon Diggs;BUF;WR,Dawson Knox;BUF;TE,
6AKINGNYC,137.26,Josh Allen;BUF;QB,Devin Singletary;BUF;RB,Giovani Bernard;TB;RB,Brandon Aiyuk;SF;WR,Gabriel Davis;BUF;WR,Isaiah McKenzie;BUF;WR,Ja'Marr Chase;CIN;WR,Stefon Diggs;BUF;WR,Anthony Firkser;TEN;TE,George Kittle;SF;TE,
MJP63 (2),137.06,Josh Allen;BUF;QB,Matthew Stafford;LAR;QB,Darrel Williams;KC;RB,Derrick Henry;TEN;RB,Brandon Aiyuk;SF;WR,Cole Beasley;BUF;WR,Gabriel Davis;BUF;WR,Van Jefferson;LAR;WR,George Kittle;SF;TE,Rob Gronkowski;TB;TE,
